,LinguaPy,LinguaPy,LinguaPy,LinguaPy,LinguaPy,LinguaPy,LinguaPy,LinguaPy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,QEMetricX_24-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,XCOMET-QE-Strict-linguapy,metricx_qe_score,metricx_qe_score,metricx_qe_score,metricx_qe_score,metricx_qe_score,metricx_qe_score,metricx_qe_score,metricx_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score,xcomet_qe_score
,ALL,angry,disgusted,fearful,happy,neutral,sad,surprised,ALL,angry,disgusted,fearful,happy,neutral,sad,surprised,ALL,angry,disgusted,fearful,happy,neutral,sad,surprised,ALL,angry,disgusted,fearful,happy,neutral,sad,surprised,ALL,angry,disgusted,fearful,happy,neutral,sad,surprised
system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisper,6.687402799377916,2.898550724637681,2.18978102189781,11.235955056179774,9.6045197740113,7.203389830508475,4.25531914893617,11.888111888111888,75.16679085583314,75.8266119207161,71.7489424708986,71.942960599835,74.92718661050338,75.59141537788624,80.0935510656935,73.11068454124293,0.6827230291656412,0.6885128415797068,0.6197253561367954,0.6120838722151317,0.6548065714075066,0.7006990408951069,0.7521078681692164,0.6433507492700656,81.01643703921957,78.371607395877,73.6313179305,80.87478322661325,83.35820161033485,82.06998760333695,83.97599035786821,82.7618402602164,0.722259329221544,0.7055532545931097,0.6248385325400498,0.6489950070220433,0.7129421038816204,0.7467399696124939,0.7851137320729012,0.7101046442985535
seamlessm4t,2.6438569206842923,0.5797101449275363,1.4598540145985401,3.3707865168539324,5.084745762711865,2.5423728813559325,0.0,7.6923076923076925,73.98093035980139,70.90713508802912,68.3895686015378,72.54901897505428,70.65691480587768,76.00029262444163,81.85623582975661,73.25163038731455,0.6426151876142051,0.6231017510771103,0.5772214500627814,0.4852689981795429,0.5762993140622321,0.674219900833431,0.7745304738587522,0.6370061802176329,76.31907983995615,71.37167708994686,69.66793960496022,75.58265148923638,75.13827243960847,78.22086679959133,81.85623582975661,80.35282558181902,0.6578463555359272,0.6242441213892206,0.5828498998099435,0.49166533501630416,0.5999027409756524,0.6911358301635334,0.7745304738587522,0.6894536607644774
canary-v2,26.23120787973043,22.89855072463768,16.05839416058394,39.325842696629216,33.89830508474576,26.16525423728814,18.085106382978726,32.16783216783217,27.965332386591324,27.402493663456127,29.441401857529243,21.519011170676592,26.382634102287938,28.233988562251554,25.246110969401414,33.89409749074416,0.10776723314321925,0.10738861403171567,0.11842051197360032,0.09548787781026925,0.09762429256560438,0.10834697552293665,0.11463829550020238,0.11032758861571759,47.476455909838755,44.53584141385728,41.04659839268148,52.51683863629116,51.37159215797812,48.000173352153624,35.21204901248851,57.377394967145854,0.17459174871885016,0.15972738179607668,0.1482519600948278,0.16569559125418074,0.17609180737349947,0.18273646783446734,0.1514335169278561,0.2008243655408179
owsm4.0-ctc,20.06220839813375,13.91304347826087,11.678832116788321,32.58426966292135,24.293785310734464,21.29237288135593,11.702127659574469,27.27272727272727,32.87223312192287,31.26047439713409,28.862506125095123,21.499738125318885,33.42719874274259,34.246488754432335,35.25829442225873,36.35283045835428,0.26035676504151695,0.2544128958081854,0.21916454562740603,0.18378816034351841,0.2423754049054647,0.27645940820576026,0.29346469607441983,0.25600875695268593,45.78746126395177,38.17104123986286,33.198572635650635,42.648627329408455,49.380097109045685,48.95621417731173,41.69941965791773,55.499177954413675,0.32857364068892164,0.2918568703143493,0.24897106687953002,0.28182851665475395,0.3364160665347751,0.3526038242961769,0.31857231346533654,0.3607462035505088
aya_whisper,3.0585795749092792,0.8695652173913043,0.0,4.49438202247191,5.084745762711865,3.8135593220338984,0.0,4.895104895104895,84.71487485279438,85.55111537446146,84.59745763470657,81.02765098716435,82.28361630742833,85.11289108955002,89.54837610746952,82.30929737053552,0.7814548174764221,0.8057401213956916,0.7432438721404458,0.7007176321878862,0.7429949896315396,0.7924290497913578,0.8691994476508587,0.7272016575911662,87.42955495704481,86.23170825346656,84.59745763470657,84.71874538834176,86.89807485894295,88.50313013847286,89.54837610746952,86.89783688337653,0.803022746647529,0.8120514694331349,0.7432438721404458,0.7128574208597119,0.77622961484443,0.8202254105185679,0.8691994476508587,0.7707288318372273
gemma_whisper,4.147226542249871,0.8695652173913043,0.0,5.617977528089887,5.084745762711865,5.614406779661017,2.127659574468085,5.594405594405594,83.12285703303222,84.72958101863446,83.44821087809375,78.42281995328625,81.38731654754466,83.02913878398742,87.20040402640687,81.94650265501512,0.7685968561272754,0.7972474185884862,0.7333118439155774,0.7076460472988279,0.7305605159809361,0.776169381487199,0.8202121513003998,0.7343755633264155,86.80249908984388,85.54341573145078,83.44821087809375,83.18365194154589,86.03504953343989,88.06739422034914,88.7418927778589,86.63098301618666,0.7953745276334528,0.804360994351083,0.7333118439155774,0.7263154261902477,0.7713482210696754,0.812433613839133,0.8322255923709971,0.7690346358747749
tower_whisper,4.561949196474857,1.1594202898550725,0.7299270072992701,6.741573033707865,5.649717514124294,6.038135593220339,2.127659574468085,5.594405594405594,82.83932585330625,84.60184302502785,82.95594362359847,77.51415845249477,80.27654632656588,82.98514671633178,86.7874162831205,81.40388124514293,0.7685108021202948,0.793997245033582,0.7604102025719455,0.6811515072758278,0.7262166268744711,0.7786554491021118,0.8181256532986113,0.721921031708484,86.9025929069862,85.69094359183657,83.67783938707227,83.0715187533518,85.42552053103338,88.34357980911825,88.32870212894805,86.67791985590141,0.7962917196721286,0.8026652459217154,0.7674089468961215,0.7057816433102897,0.7616888353716855,0.8153233233192083,0.8301318631844318,0.7598677567251912
aya_seamlessm4t,3.006739243131156,0.8695652173913043,0.0,4.49438202247191,3.389830508474576,3.8135593220338984,0.0,6.293706293706294,84.57609552579139,85.19611316314642,85.08559170126046,80.05560614654188,82.17335836892411,84.9169248812753,90.22941638561005,82.41347942923332,0.7794207507167967,0.7990362223507701,0.7393738604592581,0.696467382142718,0.7140525214500346,0.7910681561472178,0.8652293092392861,0.7697071661534426,87.19555407173897,85.91780437421107,85.08559170126046,84.04688765594129,85.1550795519251,88.23425771749058,90.22941638561005,87.93376730476226,0.7987513881140017,0.8050049363702968,0.7393738604592581,0.7046037290789439,0.7331156034001522,0.8166514811800571,0.8652293092392861,0.8185227884539774
