system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,,,,,
seamlessm4t,5.0,16.888413580576888,17.05901748619508,0.36194551731750835,0.35475318307580894
canary-v2,9.21875,17.308624174259602,18.00910982172936,0.3351359257048898,0.31966248962962707
owsm4.0-ctc,13.593749999999998,22.10380998104811,22.683880937844513,0.17428329130634665,0.15265010808361695
gemma_whisper,10.15625,14.302666432701518,14.351957737945487,0.4616952656535432,0.4472445198567584
tower_whisper,8.4375,14.349380241520702,14.388149315305053,0.4672340258373879,0.4553509746911004
aya_whisper,7.187499999999999,14.340872760862112,14.38209326788783,0.46523386619373924,0.4552705017034896
aya_seamlessm4t,0.78125,15.375344567047431,15.424654464470223,0.39994628535641824,0.39713923178205734
gemma_seamlessm4t,1.09375,15.266083596309182,15.309159082209225,0.4010899998640525,0.39868575670261636
tower_seamlessm4t,0.625,15.51405556590762,15.522601533844135,0.40043655860936267,0.3996175716049038
aya_canary-v2,1.40625,16.18328628775198,16.20044021245558,0.36967001145822,0.3679546043567825
gemma_canary-v2,4.84375,15.823916963639203,15.942524650099221,0.37495299433358015,0.36590258536161857
tower_canary-v2,5.0,16.182360410655384,16.235906578565483,0.3663233512197621,0.35930613373639064
aya_owsm4.0-ctc,2.03125,18.269190987967885,18.316099672042764,0.2773655073637201,0.2743547716505418
gemma_owsm4.0-ctc,12.03125,18.283129993546755,18.738733922410756,0.28345654472941534,0.25969553163740783
tower_owsm4.0-ctc,13.125,18.594133915193378,18.797363367117942,0.2778974255081266,0.2584585732081905
desta2-8b,2.5,19.162912711780518,19.20153075782582,0.26005949356476776,0.25600894942763264
qwen2audio-7b,1.7187500000000002,13.459525411296635,13.59235409637913,0.4369664264842868,0.4245417611207813
phi4multimodal,29.062500000000004,13.132443611673079,14.37823985859286,0.5601666007132735,0.42030181986629034
voxtral-small-24b,0.46875,10.15746506623691,10.185499166918452,0.5810213970253244,0.5802260296884925
spirelm,1.875,21.13018149510026,21.29919726252556,0.16354935888302863,0.15988006994230092
