system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
whisper,,,,,
seamlessm4t,8.553654743390357,16.87388536262197,17.07327118221653,0.3824543935561069,0.37034699324269316
canary-v2,9.020217729393467,17.27979731636229,17.94234603404721,0.3530761983577295,0.33878732267926515
owsm4.0-ctc,15.863141524105753,21.718190014455033,22.25458090894886,0.19765446577250123,0.17313868266242102
gemma_whisper,,,,,
tower_whisper,9.79782270606532,14.695405360792138,14.781199910870606,0.46627653662468743,0.4511397632177844
aya_whisper,,,,,
aya_seamlessm4t,,,,,
gemma_seamlessm4t,,,,,
tower_seamlessm4t,0.9331259720062209,15.620379893106305,15.678801679905522,0.4240189999295616,0.42153088746137607
aya_canary-v2,,,,,
gemma_canary-v2,,,,,
tower_canary-v2,5.7542768273716955,16.582454023288903,16.728326163293787,0.384318167161237,0.37384171568401864
aya_owsm4.0-ctc,,,,,
gemma_owsm4.0-ctc,,,,,
tower_owsm4.0-ctc,,,,,
desta2-8b,5.598755832037325,19.005317638719433,19.17376107139684,0.2826733709447677,0.27136366415774654
qwen2audio-7b,4.199066874027993,12.894239753067586,13.367472264017696,0.486309996178927,0.46462661664625904
phi4multimodal,45.56765163297045,13.727991665909023,15.96044211368863,0.6186986738123568,0.3653884392063688
voxtral-small-24b,0.6220839813374806,10.280140934335314,10.381096557640177,0.5980471875257848,0.5955960706548409
spirelm,1.3996889580093312,22.548086542920043,22.710417321644154,0.17491816688462233,0.1721376871217975
