system,accent,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,AUSTRALIAN ENGLISH,4.0,1.6044190806895495,2.5499676502496005,0.9677264595031738,0.9295773160457611
canary-v2,CANADIAN ENGLISH,1.0,2.505019063539803,2.751650722511113,0.9450247356295586,0.9350247356295586
canary-v2,ENGLAND ENGLISH,4.0,3.2787898395955564,4.10207041785121,0.9254668478667736,0.8875832413136959
canary-v2,FILIPINO,3.0,2.188352600298822,2.8635871415957808,0.9513182589411735,0.9227574852108955
canary-v2,GERMAN ENGLISH NON NATIVE SPEAKER,3.0,2.2125131645798684,2.925769654810429,0.9570183682441712,0.9284543007612228
canary-v2,HONG KONG ENGLISH,4.0,2.6591489128023387,3.5546377614885567,0.9422769963741302,0.9036715883016586
canary-v2,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,1.0,2.9609903426840902,3.1406089635565877,0.9223737367987632,0.9194728112220765
canary-v2,IRISH ENGLISH,7.000000000000001,2.259722729586065,3.850884438417852,0.9439998473227024,0.8775560487806797
canary-v2,MALAYSIAN ENGLISH,1.0,2.7954870143532755,3.0348675289750098,0.9249905475974083,0.9211329174041748
canary-v2,NEW ZEALAND ENGLISH,2.0,1.9606429152935743,2.4055961149185894,0.9525045052170753,0.9336830899119377
canary-v2,SCOTTISH ENGLISH,2.0,1.7295653300732374,2.170246906802058,0.9591586029529572,0.9399238473176956
canary-v2,SINGAPOREAN ENGLISH,3.0,2.4170134561881422,2.9814165472611784,0.9460986667871475,0.9204996287822723
canary-v2,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,1.0,1.7206846813857555,1.9583424060046672,0.9624366128444671,0.9525246131420135
canary-v2,UNITED STATES ENGLISH,5.0,2.4971128878742457,3.4900359735637903,0.9274793952703476,0.8894974298775196
desta2-8b,AUSTRALIAN ENGLISH,3.0,3.5624219512566926,4.069305354319513,0.9048492612689734,0.883685017824173
desta2-8b,CANADIAN ENGLISH,1.0,4.103047809377313,4.245138349309563,0.8758190528303385,0.8695783475786447
desta2-8b,ENGLAND ENGLISH,2.0,4.56148159749806,5.043628398254514,0.842060971930623,0.8225439769774675
desta2-8b,FILIPINO,3.0,4.822703651115298,5.3713019620627165,0.8374049685150385,0.8190256551653147
desta2-8b,GERMAN ENGLISH NON NATIVE SPEAKER,3.0,3.741159178316593,4.408691500723362,0.8946263068914413,0.866629713177681
desta2-8b,HONG KONG ENGLISH,3.0,4.162968884445727,4.732745719887316,0.8456469524651766,0.8266913855820894
desta2-8b,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,0.0,4.939068184047938,4.939068184047938,0.7919739093631506,0.7919739093631506
desta2-8b,IRISH ENGLISH,4.0,3.896651730760932,4.74698635481298,0.8762401094287634,0.8422590460628271
desta2-8b,MALAYSIAN ENGLISH,0.0,10.183759681135417,10.183759681135417,0.6158438701182604,0.6158438701182604
desta2-8b,NEW ZEALAND ENGLISH,1.0,3.857737161256373,4.105169453360141,0.8866427133232355,0.8767693171650172
desta2-8b,SCOTTISH ENGLISH,2.0,3.8867365023866296,4.30405904982239,0.8896067546308041,0.872297043055296
desta2-8b,SINGAPOREAN ENGLISH,4.0,8.831959293708206,9.427673119530082,0.653170860260725,0.6321232841908931
desta2-8b,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,1.0,4.399238752685488,4.637172122560441,0.8754572488367558,0.8654572488367558
desta2-8b,UNITED STATES ENGLISH,4.0,4.848754865974188,5.8018515834212305,0.827532677128911,0.7965866371244192
phi4multimodal,AUSTRALIAN ENGLISH,8.0,2.309710073620081,3.421302957087755,0.969694989323616,0.8909333646297455
phi4multimodal,CANADIAN ENGLISH,9.0,3.3495994824171067,4.237887136340142,0.9340911738574504,0.868740344196558
phi4multimodal,ENGLAND ENGLISH,18.0,5.301230085939169,6.6374606715142725,0.9312756496667862,0.7629335516691208
phi4multimodal,FILIPINO,9.0,3.0514257303252816,4.052798520661891,0.9577657401561737,0.8686562395095825
phi4multimodal,GERMAN ENGLISH NON NATIVE SPEAKER,10.0,3.3506850000843404,3.97125285115093,0.9555118906497956,0.8637927299737931
phi4multimodal,HONG KONG ENGLISH,15.0,3.9525866777449847,5.604748630747199,0.9460146464407444,0.8012883009016514
phi4multimodal,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,26.0,6.108509249463677,8.501327722445131,0.9051575487852097,0.6817834940552712
phi4multimodal,IRISH ENGLISH,15.0,3.290807485617697,5.498715764321386,0.9582160717248916,0.8196456629037857
phi4multimodal,MALAYSIAN ENGLISH,13.0,3.9961014030873776,5.551210709065199,0.93322006046772,0.8190038764476776
phi4multimodal,NEW ZEALAND ENGLISH,10.0,3.1716922125965357,4.076670104041695,0.9608541858196259,0.8666856777668
phi4multimodal,SCOTTISH ENGLISH,4.0,1.9629883819445968,2.3243085950240494,0.9692274105548858,0.9294118112325669
phi4multimodal,SINGAPOREAN ENGLISH,13.0,3.8326605965197085,4.763111050873995,0.9534079602360725,0.8325707486271858
phi4multimodal,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,6.0,2.5988134578615427,3.170255734100938,0.9493490287661552,0.8925891783833504
phi4multimodal,UNITED STATES ENGLISH,27.0,6.0400887418165805,8.55147658471018,0.9019114107638597,0.6812085261195898
qwen2audio-7b,AUSTRALIAN ENGLISH,5.0,2.894977466762066,3.994217024743557,0.9373889881372451,0.891528207063675
