system,accent,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
canary-v2,AUSTRALIAN ENGLISH,100.0,22.633176696300506,25.0,0.9711763924360275,0.0
canary-v2,CANADIAN ENGLISH,100.0,22.116218543052675,25.0,0.9543828316032886,0.0
canary-v2,ENGLAND ENGLISH,100.0,21.5413733792305,25.0,0.9420594845712185,0.0
canary-v2,FILIPINO,100.0,21.99294949054718,25.0,0.9405632162094116,0.0
canary-v2,GERMAN ENGLISH NON NATIVE SPEAKER,100.0,22.656326661109926,25.0,0.9564662754535675,0.0
canary-v2,HONG KONG ENGLISH,100.0,21.80206460237503,25.0,0.936997971534729,0.0
canary-v2,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,100.0,20.778793798685072,25.0,0.9285284544527531,0.0
canary-v2,IRISH ENGLISH,100.0,21.71200892686844,25.0,0.95232631996274,0.0
canary-v2,MALAYSIAN ENGLISH,100.0,21.950292160511015,25.0,0.9131888270378112,0.0
canary-v2,NEW ZEALAND ENGLISH,100.0,22.031727066040037,25.0,0.9564462107419968,0.0
canary-v2,SCOTTISH ENGLISH,100.0,23.520419540405275,25.0,0.9681311309337616,0.0
canary-v2,SINGAPOREAN ENGLISH,100.0,21.73658654689789,25.0,0.9474174708127976,0.0
canary-v2,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,100.0,22.49902885198593,25.0,0.9586234411597252,0.0
canary-v2,UNITED STATES ENGLISH,100.0,20.967813481390476,25.0,0.9287835235893727,0.0
desta2-8b,AUSTRALIAN ENGLISH,28.999999999999996,7.099903568774462,10.114929821044207,0.5950560139864683,0.5206253987550735
desta2-8b,CANADIAN ENGLISH,31.0,8.138405683636666,11.228041785359382,0.5379994221776724,0.4749539878964424
desta2-8b,ENGLAND ENGLISH,28.999999999999996,7.270684971287847,10.829548106268048,0.5384487428516149,0.4896840985864401
desta2-8b,FILIPINO,31.0,8.200988995730876,10.659016091525555,0.5735469428449869,0.5158978314697742
desta2-8b,GERMAN ENGLISH NON NATIVE SPEAKER,38.0,7.261604139506817,12.243947798907756,0.5106169021874666,0.44281094819307326
desta2-8b,HONG KONG ENGLISH,35.0,8.32063416659832,11.772482600808143,0.49461005710065364,0.4362217716872692
desta2-8b,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,42.0,8.705319162383676,13.438619242683053,0.46637312397360803,0.40055009894073007
desta2-8b,IRISH ENGLISH,32.0,8.923608712852001,11.805925633609295,0.49699553243815897,0.433515174984932
desta2-8b,MALAYSIAN ENGLISH,33.0,11.965319957584143,14.54131390556693,0.32807818859815596,0.27929674826562406
desta2-8b,NEW ZEALAND ENGLISH,22.0,7.960071603357792,9.44610675007105,0.5775002098083496,0.5311935241520405
desta2-8b,SCOTTISH ENGLISH,31.0,7.958885061591864,10.776309165805579,0.5861279284209013,0.5187827794253826
desta2-8b,SINGAPOREAN ENGLISH,20.0,8.967812990248204,10.59208516508341,0.47227308467030527,0.4446775771677494
desta2-8b,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,40.0,8.957849974036217,12.956915139555932,0.4772398334741592,0.40738404527306554
desta2-8b,UNITED STATES ENGLISH,38.0,8.400939949154854,12.46702386200428,0.4977309156954288,0.4357651951164007
phi4multimodal,AUSTRALIAN ENGLISH,2.0,2.658054168820381,3.007417925000191,0.8864295902848244,0.8666832199692727
phi4multimodal,CANADIAN ENGLISH,7.000000000000001,3.6253995569050312,4.177731605321169,0.8553924158215522,0.8150035202503204
phi4multimodal,ENGLAND ENGLISH,8.0,3.5442388592660428,4.5382769118249415,0.8692276766896248,0.7965551099181175
phi4multimodal,FILIPINO,2.0,2.8254647743329406,3.236061431132257,0.8545738145709038,0.8383842179179192
phi4multimodal,GERMAN ENGLISH NON NATIVE SPEAKER,1.0,2.9597391453385353,3.036287893354893,0.8739777898788452,0.865120022892952
phi4multimodal,HONG KONG ENGLISH,4.0,3.040649453997612,3.405801002383232,0.8617543502151966,0.8222188897430897
phi4multimodal,INDIA AND SOUTH ASIA INDIA PAKISTAN SRI LANKA,13.0,4.36442329607904,5.767571177110076,0.8298127976059914,0.7303863750398158
phi4multimodal,IRISH ENGLISH,5.0,3.2428354431688784,4.172007224708795,0.8450488904118538,0.798909321129322
phi4multimodal,MALAYSIAN ENGLISH,5.0,3.4198053324222566,4.016303612589836,0.8439723241329193,0.8025609225034713
phi4multimodal,NEW ZEALAND ENGLISH,4.0,3.2875933107733726,3.780664061009884,0.8831080088019371,0.84487638682127
phi4multimodal,SCOTTISH ENGLISH,2.0,2.7702412451803684,3.143818511515856,0.8784237638115883,0.8598830464482308
phi4multimodal,SINGAPOREAN ENGLISH,5.0,3.4544330455362795,3.8709597207605837,0.8728472974896431,0.8337519836425781
phi4multimodal,SOUTHERN AFRICAN SOUTH AFRICA ZIMBABWE NAMIBIA,3.0,2.7793826031684876,3.280398886203766,0.8546411603689194,0.8294150424003601
phi4multimodal,UNITED STATES ENGLISH,10.0,4.333823476284742,5.543831277340651,0.7955766323208809,0.7234461437165737
qwen2audio-7b,AUSTRALIAN ENGLISH,1.0,2.868088379651308,3.112901519089937,0.8421009968966245,0.8331224178522825
qwen2audio-7b,CANADIAN ENGLISH,0.0,3.547919869720936,3.547919869720936,0.7980301177501679,0.7980301177501679
qwen2audio-7b,ENGLAND ENGLISH,0.0,3.3411948110535743,3.3411948110535743,0.8059515878558159,0.8059515878558159
