system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
seamlessm4t,12.716763005780345,18.229597448613603,18.999040158497806,0.29168190657446497,0.25014884486751404
canary-v2,0.0,8.313681509797973,8.313681509797973,0.5741251763064048,0.5741251763064048
owsm4.0-ctc,4.504504504504505,19.301877984055526,19.695264137543,0.21913949970149663,0.20684759533043262
aya_whisper,0.0,5.376678197025564,5.376678197025564,0.6712004477265856,0.6712004477265856
gemma_whisper,0.0,5.839684863483286,5.839684863483286,0.6630914725061786,0.6630914725061786
tower_whisper,0.0,6.312958841551246,6.312958841551246,0.6485384334244825,0.6485384334244825
aya_seamlessm4t,0.5780346820809248,15.505444165599139,15.50562109699139,0.3690277175154171,0.36824687599672834
gemma_seamlessm4t,1.7341040462427744,15.589635070176483,15.597389037726243,0.363597032565602,0.3603230691541826
tower_seamlessm4t,0.5780346820809248,15.913645004605971,15.94831434047291,0.36139365534346574,0.36057618435881383
aya_canary-v2,0.0,5.515137565962841,5.515137565962841,0.6810004866192106,0.6810004866192106
gemma_canary-v2,0.0,5.648913742145362,5.648913742145362,0.6629671595446938,0.6629671595446938
tower_canary-v2,0.0,6.404454255896496,6.404454255896496,0.6469702754557305,0.6469702754557305
aya_owsm4.0-ctc,0.0,11.053037275124147,11.053037275124147,0.5381945866466946,0.5381945866466946
gemma_owsm4.0-ctc,0.5780346820809248,11.32193624594308,11.3803914871519,0.5206464247379688,0.5176306605511318
tower_owsm4.0-ctc,0.0,11.66294508758997,11.66294508758997,0.5277439164633007,0.5277439164633007
desta2-8b,0.5780346820809248,10.766985116321916,10.800941258152097,0.5011362998471783,0.49998628808928364
qwen2audio-7b,4.624277456647398,13.461121984988967,14.044204264017887,0.41386153203343723,0.3927596741479773
phi4multimodal,8.092485549132949,11.355400220507143,12.340366065846702,0.4918566492192361,0.43979265661694844
voxtral-small-24b,0.0,5.663844953382635,5.663844953382635,0.667466282133939,0.667466282133939
spirelm,1.1560693641618496,13.965905949559515,14.142764195541426,0.39907847898285514,0.39506199570491135
