system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
seamlessm4t,10.404624277456648,18.085415025666958,18.89866472393102,0.3133477279862572,0.2655932864744884
canary-v2,0.5780346820809248,7.511627428621226,7.520334938185752,0.5884345330313424,0.5877765215259729
owsm4.0-ctc,8.108108108108109,19.742136792019682,20.602585096617002,0.20649419694736199,0.1654764456456309
aya_whisper,0.0,4.632114507731675,4.632114507731675,0.7019428275740904,0.7019428275740904
gemma_whisper,0.0,5.160617529484578,5.160617529484578,0.6905801198472178,0.6905801198472178
tower_whisper,0.0,4.898456358323896,4.898456358323896,0.6915502455193183,0.6915502455193183
aya_seamlessm4t,4.046242774566474,14.304955297467336,14.413201753459225,0.38890078432341185,0.3830615295947804
gemma_seamlessm4t,2.312138728323699,14.442732498824942,14.502811092172744,0.3846652136060458,0.3808093110120968
tower_seamlessm4t,4.046242774566474,14.550498944831032,14.653710970644317,0.3827875907414437,0.37692796302464054
aya_canary-v2,0.0,4.600186412906371,4.600186412906371,0.7043021050190306,0.7043021050190306
gemma_canary-v2,0.5780346820809248,5.038967147211119,5.089226026238734,0.6857795794790535,0.682894566866187
tower_canary-v2,0.0,4.938671928781995,4.938671928781995,0.6974631511320958,0.6974631511320958
aya_owsm4.0-ctc,0.0,10.649037051752124,10.649037051752124,0.5612953555463367,0.5612953555463367
gemma_owsm4.0-ctc,0.0,10.995288064541844,10.995288064541844,0.5429606979465209,0.5429606979465209
tower_owsm4.0-ctc,0.0,10.749061083173476,10.749061083173476,0.5502996141080222,0.5502996141080222
desta2-8b,1.1560693641618496,10.047071893780217,10.181558546992395,0.5222474181367828,0.5166515673300779
qwen2audio-7b,4.624277456647398,13.965664477706644,14.43380948711682,0.3682830468536155,0.35243160234807286
phi4multimodal,24.277456647398843,13.610706356908544,16.43584813272333,0.4555932207303384,0.28693085286261266
voxtral-small-24b,0.0,4.727853356586026,4.727853356586026,0.6978177997590489,0.6978177997590489
spirelm,0.0,11.00932865421896,11.00932865421896,0.43686970816171494,0.43686970816171494
