system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,0.0,90.30766654105418,90.30766654105418,0.8993161994859552,0.8993161994859552
aya_owsm4.0-ctc,0.0,88.24087424271876,88.24087424271876,0.872404848282184,0.872404848282184
aya_seamlessm4t,0.08237232289950577,88.94284246557528,88.94284246557528,0.8878604415834834,0.8877968509517352
aya_whisper,0.16474464579901155,89.72693766869568,89.61328672064097,0.8879891660561573,0.8874229522425024
canary-v2,0.16474464579901155,87.93545490179267,87.83321078860583,0.8774782173716059,0.8770333081422469
desta2-8b,0.9060955518945634,66.67018761396211,66.28093570073119,0.5280644769551727,0.5258337489438214
gemma_canary-v2,0.08237232289950577,89.98456470970267,89.91911635878058,0.8915120909631842,0.8913482163267139
gemma_owsm4.0-ctc,0.16474464579901155,87.61718211687574,87.53331963700754,0.8585464966036932,0.8576776165901829
gemma_seamlessm4t,0.08237232289950577,88.62271926086856,88.6207379121364,0.8775428300278485,0.8774569652778215
gemma_whisper,0.2471169686985173,89.22775212622552,89.06225630400405,0.8769565084350757,0.8756018622028081
owsm4.0-ctc,0.08237232289950577,51.320784072703155,51.25159890372828,0.4255141129738711,0.4253801834114399
phi4multimodal,48.84678747940691,50.79187818134243,43.1529071550491,0.8884272400283637,0.43412165861128776
qwen2audio-7b,0.9060955518945634,85.0002479417222,84.60971049672297,0.8367670252919197,0.8313724750029982
qwen3omni,0.08237232289950577,89.55121929459949,89.52744783576473,0.8735760820682791,0.8734858682167392
seamlessm4t,1.6474464579901154,71.897214882309,71.50846756020134,0.7495433900818302,0.7376437961834267
spirelm,0.8237232289950577,81.59097636389183,81.13096310706469,0.7262743232400453,0.725115429610014
tower_canary-v2,0.08237232289950577,89.84844793754904,89.78247080956888,0.9015139130663734,0.9011086091411468
tower_owsm4.0-ctc,0.08237232289950577,87.54638186818882,87.53676245858681,0.870996947269856,0.8709090195866256
tower_seamlessm4t,0.08237232289950577,88.29302796971857,88.26236856906772,0.8832298093145526,0.8830371118922407
tower_whisper,0.16474464579901155,88.92167772536811,88.81028621244863,0.887105703132942,0.8862195331572602
voxtral-small-24b,0.16474464579901155,89.31664007627198,89.18395374879806,0.8923878642244041,0.8920318167134996
whisper,,,,,
