system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,0.4744958481613286,84.83594635068876,84.51298932199093,0.8709447564444508,0.8691578908588115
aya_owsm4.0-ctc,0.41518386714116245,82.43752902046216,82.13399222807811,0.8222551569784522,0.8207113107982338
aya_seamlessm4t,0.2372479240806643,84.24865506700773,84.04979190276327,0.8582312364933828,0.8565457983393762
aya_whisper,0.41518386714116245,83.65566234508019,83.39607092911379,0.8365671156131147,0.8351371043879862
canary-v2,0.3558718861209964,82.951521086912,82.70985678633761,0.8518630385460731,0.8498582466641355
desta2-8b,0.41518386714116245,74.56539195203271,74.33822265801197,0.5941279705537622,0.5931839564940002
gemma_canary-v2,0.41518386714116245,84.10351760259444,83.7494685847847,0.8613983951459284,0.8592252862614316
gemma_owsm4.0-ctc,0.3558718861209964,81.4506656210759,81.20733547839971,0.8069901800505079,0.8054937772142943
gemma_seamlessm4t,0.1779359430604982,83.72173105065367,83.58135906692642,0.8465208379487692,0.8450686713042067
gemma_whisper,0.41518386714116245,83.01382875046555,82.75158281230135,0.8249963845169417,0.8235861978240638
owsm4.0-ctc,1.1269276393831553,56.680536528499104,56.00907655047918,0.4066141782022465,0.39984996662854105
phi4multimodal,9.905100830367735,77.17070715276088,73.59223613471747,0.8016437381265126,0.7327559663243548
qwen2audio-7b,1.6607354685646498,78.45377377548817,77.62901240884197,0.7643106766310239,0.7551490634962615
qwen3omni,0.41518386714116245,84.71769746317841,84.41391213331924,0.8596708244187835,0.8565909767066032
seamlessm4t,0.1779359430604982,80.01401310197541,79.87320005448264,0.8036916341526547,0.8028426498179086
tower_canary-v2,0.3558718861209964,84.6718146448175,84.41646079964768,0.8655270380967806,0.863441344279871
tower_owsm4.0-ctc,0.41518386714116245,82.19463764553534,81.92358251702602,0.8215842117552126,0.8191491743640296
tower_seamlessm4t,0.1779359430604982,84.26783986391405,84.12782357101055,0.8544980242565575,0.8530480149748911
tower_whisper,0.5338078291814947,83.52205826270517,83.22102218283912,0.8363202739184367,0.8347419195168807
voxtral-small-24b,0.29655990510083036,83.38833885179437,83.19164475816282,0.8375888404779993,0.8359009869659623
whisper,0.3558718861209964,77.30191726270237,77.04349986867689,0.7564582025272106,0.7551925993929943
spirelm,,,,,
