system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,0.38022813688212925,87.15178315653094,86.99901301620578,0.9009216063631125,0.900462997786899
aya_owsm4.0-ctc,0.6057268722466961,84.55289907819112,84.02527474759697,0.8576023737748157,0.8528538669012323
aya_seamlessm4t,0.3854625550660793,86.20129859736312,85.88337166141308,0.8855713352741518,0.8826570916133174
aya_whisper,0.7158590308370044,85.76234200570552,85.15033159913733,0.877797316644948,0.8726239271691717
canary-v2,0.7158590308370044,85.06449485494701,84.49568407946484,0.8764949686669371,0.871958187293048
desta2-8b,0.6057268722466961,77.95863944525104,77.52386200976136,0.6842489258287728,0.6813749254820664
gemma_canary-v2,0.6607929515418502,86.13601724173266,85.61806864734525,0.8854104439329996,0.8815507623879855
gemma_owsm4.0-ctc,0.6607929515418502,83.55451493720126,83.05417338098985,0.8423790201618611,0.8385934057165478
gemma_seamlessm4t,0.3854625550660793,85.76686353003402,85.43463021319869,0.8767551660193089,0.8736946621442024
gemma_whisper,0.6607929515418502,85.37248665652349,84.79831163000955,0.8676622861971677,0.8626906565895165
owsm4.0-ctc,2.8083700440528636,57.372000396744006,56.06845653204797,0.4559183654853344,0.44056073682780666
phi4multimodal,10.848017621145374,78.4236205192652,74.44532323658204,0.8493035422219579,0.7563243108813852
qwen2audio-7b,1.9273127753303965,81.48067455791298,80.22929862184277,0.8060682885767276,0.7941128765827759
qwen3omni,0.4405286343612335,86.8029325549298,86.42180388660421,0.8826899263794464,0.8795794197050485
seamlessm4t,0.5506607929515419,83.00753186282083,82.52725428369077,0.8461982155432063,0.8421555010864453
tower_canary-v2,0.6607929515418502,86.3794111172927,85.89013268001017,0.8885521781241054,0.8846733500434307
tower_owsm4.0-ctc,0.6607929515418502,84.23735711799057,83.7398115718811,0.8507007308866386,0.8465074926249617
tower_seamlessm4t,0.4955947136563877,86.01095128742084,85.59568420065656,0.8790647895916444,0.8754556955244507
tower_whisper,0.7158590308370044,85.6076839595114,85.02229346728798,0.8741158458203209,0.8692932313119394
voxtral-small-24b,0.4955947136563877,85.93130355462891,85.49960669770115,0.8800631503037091,0.8765154198378259
whisper,0.5506607929515419,80.61258352613528,80.12805376851742,0.8164784362219635,0.81234648044217
spirelm,,,,,
